community,community_area,population,category,total19,total20,total21,total22,total23,total24,total25,total26,last12mos,total_prior3years,avg_prior3years,inc_19to25,inc_19tolast12,inc_25tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate23,rate24,rate25,rate_last12,rate_prior3years
Lincoln Square,4,40000,Prostitution,1,0,1,0,2,0,1,0,1,3,1,0,0,0,0,2.5,0,2.5,0,5,0,2.5,2.5,2.5
Lincoln Square,4,40000,Robbery,28,33,42,36,57,49,26,1,24,132,44,-7.1,-14.3,-7.7,-45,70,82.5,105,90,142.5,122.5,65,60,110
Lincoln Square,4,40000,Simple Assault,95,78,94,104,144,120,110,11,116,374,124.7,15.8,22.1,5.5,-7,237.5,195,235,260,360,300,275,290,311.8
Lincoln Square,4,40000,Simple Battery,277,265,253,274,279,285,250,21,255,814,271.3,-9.7,-7.9,2,-6,692.5,662.5,632.5,685,697.5,712.5,625,637.5,678.2
Lincoln Square,4,40000,Stolen Property,0,1,0,0,0,0,1,0,1,1,0.3,NA,NA,0,233,0,2.5,0,0,0,0,2.5,2.5,0.7
Lincoln Square,4,40000,Theft,431,479,360,337,314,364,403,28,397,1081,360.3,-6.5,-7.9,-1.5,10,1077.5,1197.5,900,842.5,785,910,1007.5,992.5,900.8
Lincoln Square,4,40000,Theft Over $500,110,138,156,283,283,222,216,7,194,721,240.3,96.4,76.4,-10.2,-19,275,345,390,707.5,707.5,555,540,485,600.8
Lincoln Square,4,40000,Vandalism,185,198,191,222,257,218,196,10,193,671,223.7,5.9,4.3,-1.5,-14,462.5,495,477.5,555,642.5,545,490,482.5,559.2
Lincoln Square,4,40000,Weapons Violation,6,7,10,16,11,8,14,0,13,33,11,133.3,116.7,-7.1,18,15,17.5,25,40,27.5,20,35,32.5,27.5
Washington Park,40,13000,Aggravated Assault,61,70,101,92,93,91,100,3,94,284,94.7,63.9,54.1,-6,-1,469.2,538.5,776.9,707.7,715.4,700,769.2,723.1,728.5
Washington Park,40,13000,Aggravated Battery,111,106,122,102,137,156,126,12,132,419,139.7,13.5,18.9,4.8,-6,853.8,815.4,938.5,784.6,1053.8,1200,969.2,1015.4,1074.6
Washington Park,40,13000,Arson,2,5,2,3,5,1,4,1,5,10,3.3,100,150,25,52,15.4,38.5,15.4,23.1,38.5,7.7,30.8,38.5,25.4
Washington Park,40,13000,Burglary,85,61,57,66,53,51,61,8,66,165,55,-28.2,-22.4,8.2,20,653.8,469.2,438.5,507.7,407.7,392.3,469.2,507.7,423.1
Washington Park,40,13000,Criminal Sexual Abuse,13,10,9,8,8,9,2,1,3,19,6.3,-84.6,-76.9,50,-52,100,76.9,69.2,61.5,61.5,69.2,15.4,23.1,48.5
Washington Park,40,13000,Criminal Sexual Assault,20,15,12,13,15,21,16,1,14,52,17.3,-20,-30,-12.5,-19,153.8,115.4,92.3,100,115.4,161.5,123.1,107.7,133.1
Washington Park,40,13000,Disorderly Conduct,18,9,2,8,8,7,29,4,32,44,14.7,61.1,77.8,10.3,118,138.5,69.2,15.4,61.5,61.5,53.8,223.1,246.2,113.1
Washington Park,40,13000,Drug Abuse,119,40,16,24,25,26,50,7,54,101,33.7,-58,-54.6,8,60,915.4,307.7,123.1,184.6,192.3,200,384.6,415.4,259.2
Washington Park,40,13000,Embezzlement,0,0,1,0,1,1,0,0,0,2,0.7,NA,NA,NA,-100,0,0,7.7,0,7.7,7.7,0,0,5.4
Washington Park,40,13000,Forgery & Counterfeiting,11,5,2,5,4,8,7,0,7,19,6.3,-36.4,-36.4,0,11,84.6,38.5,15.4,38.5,30.8,61.5,53.8,53.8,48.5
Washington Park,40,13000,Fraud,80,120,131,74,127,88,74,4,72,289,96.3,-7.5,-10,-2.7,-25,615.4,923.1,1007.7,569.2,976.9,676.9,569.2,553.8,740.8
Washington Park,40,13000,Gambling,1,0,0,0,0,2,1,0,1,3,1,0,0,0,0,7.7,0,0,0,0,15.4,7.7,7.7,7.7
Washington Park,40,13000,Human Trafficking,1,0,1,1,1,0,0,0,0,1,0.3,-100,-100,NA,-100,7.7,0,7.7,7.7,7.7,0,0,0,2.3
Washington Park,40,13000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Washington Park,40,13000,Liquor License,1,0,1,1,1,0,3,0,3,4,1.3,200,200,0,131,7.7,0,7.7,7.7,7.7,0,23.1,23.1,10
Washington Park,40,13000,Misc Non-Index Offense,281,193,209,219,175,231,252,20,241,658,219.3,-10.3,-14.2,-4.4,10,2161.5,1484.6,1607.7,1684.6,1346.2,1776.9,1938.5,1853.8,1686.9
Washington Park,40,13000,Motor Vehicle Theft,81,108,123,322,392,279,241,20,244,912,304,197.5,201.2,1.2,-20,623.1,830.8,946.2,2476.9,3015.4,2146.2,1853.8,1876.9,2338.5
Washington Park,40,13000,Murder,11,13,9,5,10,10,6,1,4,26,8.7,-45.5,-63.6,-33.3,-54,84.6,100,69.2,38.5,76.9,76.9,46.2,30.8,66.9
Washington Park,40,13000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Washington Park,40,13000,Offenses Against Family,13,12,12,18,16,19,11,0,10,46,15.3,-15.4,-23.1,-9.1,-35,100,92.3,92.3,138.5,123.1,146.2,84.6,76.9,117.7
Washington Park,40,13000,Prostitution,1,3,0,0,1,0,0,0,0,1,0.3,-100,-100,NA,-100,7.7,23.1,0,0,7.7,0,0,0,2.3
Washington Park,40,13000,Robbery,66,55,55,76,93,64,44,3,43,201,67,-33.3,-34.8,-2.3,-36,507.7,423.1,423.1,584.6,715.4,492.3,338.5,330.8,515.4
Washington Park,40,13000,Simple Assault,176,134,148,153,177,176,208,15,215,561,187,18.2,22.2,3.4,15,1353.8,1030.8,1138.5,1176.9,1361.5,1353.8,1600,1653.8,1438.5
Washington Park,40,13000,Simple Battery,469,405,363,361,431,421,443,32,439,1295,431.7,-5.5,-6.4,-0.9,2,3607.7,3115.4,2792.3,2776.9,3315.4,3238.5,3407.7,3376.9,3320.8
Washington Park,40,13000,Stolen Property,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Washington Park,40,13000,Theft,271,183,159,180,213,239,261,13,263,713,237.7,-3.7,-3,0.8,11,2084.6,1407.7,1223.1,1384.6,1638.5,1838.5,2007.7,2023.1,1828.5
Washington Park,40,13000,Theft Over $500,85,77,83,146,129,138,88,4,88,355,118.3,3.5,3.5,0,-26,653.8,592.3,638.5,1123.1,992.3,1061.5,676.9,676.9,910
Washington Park,40,13000,Vandalism,291,266,243,254,329,288,310,25,314,927,309,6.5,7.9,1.3,2,2238.5,2046.2,1869.2,1953.8,2530.8,2215.4,2384.6,2415.4,2376.9
Washington Park,40,13000,Weapons Violation,77,82,103,119,143,130,90,9,90,363,121,16.9,16.9,0,-26,592.3,630.8,792.3,915.4,1100,1000,692.3,692.3,930.8
Hyde Park,41,29000,Aggravated Assault,30,24,37,56,29,50,35,3,32,114,38,16.7,6.7,-8.6,-16,103.4,82.8,127.6,193.1,100,172.4,120.7,110.3,131
Hyde Park,41,29000,Aggravated Battery,29,43,40,37,44,65,57,4,55,166,55.3,96.6,89.7,-3.5,-1,100,148.3,137.9,127.6,151.7,224.1,196.6,189.7,190.7
Hyde Park,41,29000,Arson,0,1,3,0,0,2,0,0,0,2,0.7,NA,NA,NA,-100,0,3.4,10.3,0,0,6.9,0,0,2.4
Hyde Park,41,29000,Burglary,55,71,50,57,73,94,105,12,107,272,90.7,90.9,94.5,1.9,18,189.7,244.8,172.4,196.6,251.7,324.1,362.1,369,312.8
Hyde Park,41,29000,Criminal Sexual Abuse,17,7,20,8,8,17,16,0,14,41,13.7,-5.9,-17.6,-12.5,2,58.6,24.1,69,27.6,27.6,58.6,55.2,48.3,47.2
Hyde Park,41,29000,Criminal Sexual Assault,11,13,20,18,21,29,28,2,28,78,26,154.5,154.5,0,8,37.9,44.8,69,62.1,72.4,100,96.6,96.6,89.7
Hyde Park,41,29000,Disorderly Conduct,4,2,1,3,0,1,6,1,7,7,2.3,50,75,16.7,204,13.8,6.9,3.4,10.3,0,3.4,20.7,24.1,7.9
Hyde Park,41,29000,Drug Abuse,11,5,2,5,2,2,3,0,3,7,2.3,-72.7,-72.7,0,30,37.9,17.2,6.9,17.2,6.9,6.9,10.3,10.3,7.9
Hyde Park,41,29000,Embezzlement,0,0,1,1,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,3.4,3.4,3.4,0,0,0,1
Hyde Park,41,29000,Forgery & Counterfeiting,13,11,8,8,12,11,25,1,25,48,16,92.3,92.3,0,56,44.8,37.9,27.6,27.6,41.4,37.9,86.2,86.2,55.2
Hyde Park,41,29000,Fraud,175,166,163,153,167,175,166,15,162,508,169.3,-5.1,-7.4,-2.4,-4,603.4,572.4,562.1,527.6,575.9,603.4,572.4,558.6,583.8
Hyde Park,41,29000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Hyde Park,41,29000,Human Trafficking,0,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,0,3.4,0,0,0,0,0,3.4,0
Hyde Park,41,29000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Hyde Park,41,29000,Liquor License,0,0,0,1,1,0,2,0,2,3,1,NA,NA,0,100,0,0,0,3.4,3.4,0,6.9,6.9,3.4
Hyde Park,41,29000,Misc Non-Index Offense,164,148,119,155,174,166,171,11,166,511,170.3,4.3,1.2,-2.9,-3,565.5,510.3,410.3,534.5,600,572.4,589.7,572.4,587.2
Hyde Park,41,29000,Motor Vehicle Theft,65,62,111,228,377,229,194,10,186,800,266.7,198.5,186.2,-4.1,-30,224.1,213.8,382.8,786.2,1300,789.7,669,641.4,919.7
Hyde Park,41,29000,Murder,0,0,5,1,1,2,0,0,0,3,1,NA,NA,NA,-100,0,0,17.2,3.4,3.4,6.9,0,0,3.4
Hyde Park,41,29000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Hyde Park,41,29000,Offenses Against Family,5,6,5,0,6,5,9,0,9,20,6.7,80,80,0,34,17.2,20.7,17.2,0,20.7,17.2,31,31,23.1
Hyde Park,41,29000,Prostitution,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,3.4,0,0,0,0,0
Hyde Park,41,29000,Robbery,72,81,97,130,155,87,50,3,50,292,97.3,-30.6,-30.6,0,-49,248.3,279.3,334.5,448.3,534.5,300,172.4,172.4,335.5
Hyde Park,41,29000,Simple Assault,100,96,103,108,118,145,119,4,108,382,127.3,19,8,-9.2,-15,344.8,331,355.2,372.4,406.9,500,410.3,372.4,439
Hyde Park,41,29000,Simple Battery,225,139,193,208,204,211,225,20,232,640,213.3,0,3.1,3.1,9,775.9,479.3,665.5,717.2,703.4,727.6,775.9,800,735.5
Hyde Park,41,29000,Stolen Property,2,1,0,0,1,0,0,0,0,1,0.3,-100,-100,NA,-100,6.9,3.4,0,0,3.4,0,0,0,1
Hyde Park,41,29000,Theft,482,347,388,463,487,605,840,42,809,1932,644,74.3,67.8,-3.7,26,1662.1,1196.6,1337.9,1596.6,1679.3,2086.2,2896.6,2789.7,2220.7
Hyde Park,41,29000,Theft Over $500,121,101,197,270,292,250,198,15,193,740,246.7,63.6,59.5,-2.5,-22,417.2,348.3,679.3,931,1006.9,862.1,682.8,665.5,850.7
Hyde Park,41,29000,Vandalism,133,129,135,215,265,244,265,40,281,774,258,99.2,111.3,6,9,458.6,444.8,465.5,741.4,913.8,841.4,913.8,969,889.7
Hyde Park,41,29000,Weapons Violation,14,16,19,11,24,32,24,2,24,80,26.7,71.4,71.4,0,-10,48.3,55.2,65.5,37.9,82.8,110.3,82.8,82.8,92.1
Woodlawn,42,24000,Aggravated Assault,79,109,132,124,119,129,116,15,124,364,121.3,46.8,57,6.9,2,329.2,454.2,550,516.7,495.8,537.5,483.3,516.7,505.4
Woodlawn,42,24000,Aggravated Battery,179,189,170,145,171,198,150,17,157,519,173,-16.2,-12.3,4.7,-9,745.8,787.5,708.3,604.2,712.5,825,625,654.2,720.8
Woodlawn,42,24000,Arson,4,5,4,8,4,7,5,0,5,16,5.3,25,25,0,-6,16.7,20.8,16.7,33.3,16.7,29.2,20.8,20.8,22.1
Woodlawn,42,24000,Burglary,129,104,90,112,162,124,131,12,135,417,139,1.6,4.7,3.1,-3,537.5,433.3,375,466.7,675,516.7,545.8,562.5,579.2
Woodlawn,42,24000,Criminal Sexual Abuse,16,13,16,13,19,11,22,3,22,52,17.3,37.5,37.5,0,27,66.7,54.2,66.7,54.2,79.2,45.8,91.7,91.7,72.1
Woodlawn,42,24000,Criminal Sexual Assault,29,23,25,29,19,21,28,2,26,68,22.7,-3.4,-10.3,-7.1,15,120.8,95.8,104.2,120.8,79.2,87.5,116.7,108.3,94.6
Woodlawn,42,24000,Disorderly Conduct,48,17,8,9,11,10,15,1,15,36,12,-68.8,-68.8,0,25,200,70.8,33.3,37.5,45.8,41.7,62.5,62.5,50
Woodlawn,42,24000,Drug Abuse,143,56,32,18,44,30,56,7,62,130,43.3,-60.8,-56.6,10.7,43,595.8,233.3,133.3,75,183.3,125,233.3,258.3,180.4
Woodlawn,42,24000,Embezzlement,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Woodlawn,42,24000,Forgery & Counterfeiting,19,8,10,8,4,11,24,2,26,39,13,26.3,36.8,8.3,100,79.2,33.3,41.7,33.3,16.7,45.8,100,108.3,54.2
Woodlawn,42,24000,Fraud,193,176,182,153,155,139,164,11,158,458,152.7,-15,-18.1,-3.7,3,804.2,733.3,758.3,637.5,645.8,579.2,683.3,658.3,636.2
Woodlawn,42,24000,Gambling,4,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,16.7,0,0,0,0,0,0,0,0
Woodlawn,42,24000,Human Trafficking,0,0,0,0,1,1,0,0,0,2,0.7,NA,NA,NA,-100,0,0,0,0,4.2,4.2,0,0,2.9
Woodlawn,42,24000,Involuntary Manslaughter,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,4.2,0,0,0,0,0,0,0,0
Woodlawn,42,24000,Liquor License,1,0,0,1,0,0,2,0,1,2,0.7,100,0,-50,43,4.2,0,0,4.2,0,0,8.3,4.2,2.9
Woodlawn,42,24000,Misc Non-Index Offense,438,311,300,290,285,370,366,26,350,1021,340.3,-16.4,-20.1,-4.4,3,1825,1295.8,1250,1208.3,1187.5,1541.7,1525,1458.3,1417.9
Woodlawn,42,24000,Motor Vehicle Theft,103,120,161,386,516,324,307,27,316,1147,382.3,198.1,206.8,2.9,-17,429.2,500,670.8,1608.3,2150,1350,1279.2,1316.7,1592.9
Woodlawn,42,24000,Murder,7,8,18,14,10,13,7,2,9,30,10,0,28.6,28.6,-10,29.2,33.3,75,58.3,41.7,54.2,29.2,37.5,41.7
Woodlawn,42,24000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Woodlawn,42,24000,Offenses Against Family,31,10,25,14,11,12,19,3,21,42,14,-38.7,-32.3,10.5,50,129.2,41.7,104.2,58.3,45.8,50,79.2,87.5,58.3
Woodlawn,42,24000,Prostitution,4,0,1,2,2,0,0,0,0,2,0.7,-100,-100,NA,-100,16.7,0,4.2,8.3,8.3,0,0,0,2.9
Woodlawn,42,24000,Robbery,133,98,86,114,108,113,81,7,82,302,100.7,-39.1,-38.3,1.2,-19,554.2,408.3,358.3,475,450,470.8,337.5,341.7,419.6
Woodlawn,42,24000,Simple Assault,230,175,202,211,240,285,296,21,284,821,273.7,28.7,23.5,-4.1,4,958.3,729.2,841.7,879.2,1000,1187.5,1233.3,1183.3,1140.4
Woodlawn,42,24000,Simple Battery,675,527,441,464,494,605,579,47,570,1678,559.3,-14.2,-15.6,-1.6,2,2812.5,2195.8,1837.5,1933.3,2058.3,2520.8,2412.5,2375,2330.4
Woodlawn,42,24000,Stolen Property,1,0,0,0,1,1,0,0,0,2,0.7,-100,-100,NA,-100,4.2,0,0,0,4.2,4.2,0,0,2.9
Woodlawn,42,24000,Theft,435,333,310,338,394,477,531,38,526,1402,467.3,22.1,20.9,-0.9,13,1812.5,1387.5,1291.7,1408.3,1641.7,1987.5,2212.5,2191.7,1947.1
Woodlawn,42,24000,Theft Over $500,142,130,150,220,247,225,186,12,187,658,219.3,31,31.7,0.5,-15,591.7,541.7,625,916.7,1029.2,937.5,775,779.2,913.8
Woodlawn,42,24000,Vandalism,412,382,335,395,510,463,436,43,457,1409,469.7,5.8,10.9,4.8,-3,1716.7,1591.7,1395.8,1645.8,2125,1929.2,1816.7,1904.2,1957.1
Woodlawn,42,24000,Weapons Violation,111,153,167,184,205,228,136,7,132,569,189.7,22.5,18.9,-2.9,-30,462.5,637.5,695.8,766.7,854.2,950,566.7,550,790.4
Rogers Park,1,55000,Aggravated Assault,71,79,71,80,91,105,75,6,78,271,90.3,5.6,9.9,4,-14,129.1,143.6,129.1,145.5,165.5,190.9,136.4,141.8,164.2
Rogers Park,1,55000,Aggravated Battery,58,68,92,90,107,91,93,11,98,291,97,60.3,69,5.4,1,105.5,123.6,167.3,163.6,194.5,165.5,169.1,178.2,176.4
Rogers Park,1,55000,Arson,1,1,6,6,4,3,7,0,7,14,4.7,600,600,0,49,1.8,1.8,10.9,10.9,7.3,5.5,12.7,12.7,8.5
Rogers Park,1,55000,Burglary,183,120,82,133,109,113,131,9,126,353,117.7,-28.4,-31.1,-3.8,7,332.7,218.2,149.1,241.8,198.2,205.5,238.2,229.1,214
Rogers Park,1,55000,Criminal Sexual Abuse,25,30,23,37,33,36,32,2,34,101,33.7,28,36,6.2,1,45.5,54.5,41.8,67.3,60,65.5,58.2,61.8,61.3
Rogers Park,1,55000,Criminal Sexual Assault,38,43,28,41,36,33,34,5,37,103,34.3,-10.5,-2.6,8.8,8,69.1,78.2,50.9,74.5,65.5,60,61.8,67.3,62.4
Rogers Park,1,55000,Disorderly Conduct,22,17,14,13,15,26,10,0,10,51,17,-54.5,-54.5,0,-41,40,30.9,25.5,23.6,27.3,47.3,18.2,18.2,30.9
Rogers Park,1,55000,Drug Abuse,85,51,31,55,52,53,84,9,83,189,63,-1.2,-2.4,-1.2,32,154.5,92.7,56.4,100,94.5,96.4,152.7,150.9,114.5
Rogers Park,1,55000,Embezzlement,0,0,0,2,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,3.6,1.8,0,0,0,0.5
Rogers Park,1,55000,Forgery & Counterfeiting,16,14,9,27,39,17,14,0,12,70,23.3,-12.5,-25,-14.3,-48,29.1,25.5,16.4,49.1,70.9,30.9,25.5,21.8,42.4
Rogers Park,1,55000,Fraud,325,357,275,234,325,257,234,17,228,816,272,-28,-29.8,-2.6,-16,590.9,649.1,500,425.5,590.9,467.3,425.5,414.5,494.5
Rogers Park,1,55000,Gambling,2,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,3.6,0,0,0,0,0,0,0,0
Rogers Park,1,55000,Human Trafficking,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,1.8,0,0,0,0,0,0,0,0
Rogers Park,1,55000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Rogers Park,1,55000,Liquor License,0,4,4,5,0,4,4,0,3,8,2.7,NA,NA,-25,11,0,7.3,7.3,9.1,0,7.3,7.3,5.5,4.9
Rogers Park,1,55000,Misc Non-Index Offense,382,256,284,363,450,393,402,30,391,1245,415,5.2,2.4,-2.7,-6,694.5,465.5,516.4,660,818.2,714.5,730.9,710.9,754.5
Rogers Park,1,55000,Motor Vehicle Theft,128,105,131,203,428,350,230,14,220,1008,336,79.7,71.9,-4.3,-35,232.7,190.9,238.2,369.1,778.2,636.4,418.2,400,610.9
Rogers Park,1,55000,Murder,6,6,2,8,7,8,3,0,3,18,6,-50,-50,0,-50,10.9,10.9,3.6,14.5,12.7,14.5,5.5,5.5,10.9
Rogers Park,1,55000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Rogers Park,1,55000,Offenses Against Family,20,10,8,12,9,13,7,2,9,29,9.7,-65,-55,28.6,-7,36.4,18.2,14.5,21.8,16.4,23.6,12.7,16.4,17.6
Rogers Park,1,55000,Prostitution,1,1,0,1,0,0,0,0,0,0,0,-100,-100,NA,NA,1.8,1.8,0,1.8,0,0,0,0,0
Rogers Park,1,55000,Robbery,112,115,169,135,117,116,90,2,87,323,107.7,-19.6,-22.3,-3.3,-19,203.6,209.1,307.3,245.5,212.7,210.9,163.6,158.2,195.8
Rogers Park,1,55000,Simple Assault,209,201,210,239,254,256,240,12,234,750,250,14.8,12,-2.5,-6,380,365.5,381.8,434.5,461.8,465.5,436.4,425.5,454.5
Rogers Park,1,55000,Simple Battery,680,558,583,663,711,692,643,55,640,2046,682,-5.4,-5.9,-0.5,-6,1236.4,1014.5,1060,1205.5,1292.7,1258.2,1169.1,1163.6,1240
Rogers Park,1,55000,Stolen Property,1,0,1,3,1,0,0,0,0,1,0.3,-100,-100,NA,-100,1.8,0,1.8,5.5,1.8,0,0,0,0.5
Rogers Park,1,55000,Theft,1050,691,686,916,935,974,807,59,789,2716,905.3,-23.1,-24.9,-2.2,-13,1909.1,1256.4,1247.3,1665.5,1700,1770.9,1467.3,1434.5,1646
Rogers Park,1,55000,Theft Over $500,178,155,209,341,355,308,235,9,231,898,299.3,32,29.8,-1.7,-23,323.6,281.8,380,620,645.5,560,427.3,420,544.2
Rogers Park,1,55000,Vandalism,434,385,416,396,519,455,320,21,315,1294,431.3,-26.3,-27.4,-1.6,-27,789.1,700,756.4,720,943.6,827.3,581.8,572.7,784.2
Rogers Park,1,55000,Weapons Violation,31,33,47,57,49,45,39,4,32,133,44.3,25.8,3.2,-17.9,-28,56.4,60,85.5,103.6,89.1,81.8,70.9,58.2,80.5
Jefferson Park,11,26000,Aggravated Assault,14,21,19,21,25,22,17,1,18,64,21.3,21.4,28.6,5.9,-15,53.8,80.8,73.1,80.8,96.2,84.6,65.4,69.2,81.9
Jefferson Park,11,26000,Aggravated Battery,12,14,12,20,23,20,14,2,14,57,19,16.7,16.7,0,-26,46.2,53.8,46.2,76.9,88.5,76.9,53.8,53.8,73.1
Jefferson Park,11,26000,Arson,1,0,7,0,2,3,0,0,0,5,1.7,-100,-100,NA,-100,3.8,0,26.9,0,7.7,11.5,0,0,6.5
Jefferson Park,11,26000,Burglary,40,40,34,50,47,49,51,11,61,147,49,27.5,52.5,19.6,24,153.8,153.8,130.8,192.3,180.8,188.5,196.2,234.6,188.5
Jefferson Park,11,26000,Criminal Sexual Abuse,9,6,8,10,8,6,7,0,6,21,7,-22.2,-33.3,-14.3,-14,34.6,23.1,30.8,38.5,30.8,23.1,26.9,23.1,26.9
Jefferson Park,11,26000,Criminal Sexual Assault,4,6,9,5,7,0,4,1,5,11,3.7,0,25,25,35,15.4,23.1,34.6,19.2,26.9,0,15.4,19.2,14.2
Jefferson Park,11,26000,Disorderly Conduct,5,3,2,1,1,2,6,0,6,9,3,20,20,0,100,19.2,11.5,7.7,3.8,3.8,7.7,23.1,23.1,11.5
Jefferson Park,11,26000,Drug Abuse,11,8,5,7,9,8,15,2,15,32,10.7,36.4,36.4,0,40,42.3,30.8,19.2,26.9,34.6,30.8,57.7,57.7,41.2
Jefferson Park,11,26000,Embezzlement,0,0,0,0,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,0,3.8,0,0,1.2
Jefferson Park,11,26000,Forgery & Counterfeiting,15,11,12,55,24,17,5,0,4,46,15.3,-66.7,-73.3,-20,-74,57.7,42.3,46.2,211.5,92.3,65.4,19.2,15.4,58.8
Jefferson Park,11,26000,Fraud,97,184,136,122,90,109,79,7,82,278,92.7,-18.6,-15.5,3.8,-12,373.1,707.7,523.1,469.2,346.2,419.2,303.8,315.4,356.5
Jefferson Park,11,26000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Jefferson Park,11,26000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Jefferson Park,11,26000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Jefferson Park,11,26000,Liquor License,0,1,1,2,0,0,1,0,1,1,0.3,NA,NA,0,233,0,3.8,3.8,7.7,0,0,3.8,3.8,1.2
Jefferson Park,11,26000,Misc Non-Index Offense,115,104,100,130,116,128,113,10,112,357,119,-1.7,-2.6,-0.9,-6,442.3,400,384.6,500,446.2,492.3,434.6,430.8,457.7
Jefferson Park,11,26000,Motor Vehicle Theft,54,35,29,50,88,80,54,4,54,222,74,0,0,0,-27,207.7,134.6,111.5,192.3,338.5,307.7,207.7,207.7,284.6
Jefferson Park,11,26000,Murder,0,0,0,1,0,2,0,0,0,2,0.7,NA,NA,NA,-100,0,0,0,3.8,0,7.7,0,0,2.7
Jefferson Park,11,26000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Jefferson Park,11,26000,Offenses Against Family,4,5,4,3,5,3,1,0,1,9,3,-75,-75,0,-67,15.4,19.2,15.4,11.5,19.2,11.5,3.8,3.8,11.5
Jefferson Park,11,26000,Prostitution,2,1,1,0,0,1,0,0,0,1,0.3,-100,-100,NA,-100,7.7,3.8,3.8,0,0,3.8,0,0,1.2
Jefferson Park,11,26000,Robbery,13,14,19,17,37,19,17,1,13,73,24.3,30.8,0,-23.5,-47,50,53.8,73.1,65.4,142.3,73.1,65.4,50,93.5
Jefferson Park,11,26000,Simple Assault,55,60,51,60,64,58,73,3,75,195,65,32.7,36.4,2.7,15,211.5,230.8,196.2,230.8,246.2,223.1,280.8,288.5,250
Jefferson Park,11,26000,Simple Battery,144,141,113,138,148,164,153,11,155,465,155,6.2,7.6,1.3,0,553.8,542.3,434.6,530.8,569.2,630.8,588.5,596.2,596.2
Jefferson Park,11,26000,Stolen Property,0,0,0,1,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,3.8,3.8,0,0,0,1.2
Jefferson Park,11,26000,Theft,205,177,92,129,121,139,106,10,106,366,122,-48.3,-48.3,0,-13,788.5,680.8,353.8,496.2,465.4,534.6,407.7,407.7,469.2
Jefferson Park,11,26000,Theft Over $500,58,68,94,155,187,106,39,1,38,332,110.7,-32.8,-34.5,-2.6,-66,223.1,261.5,361.5,596.2,719.2,407.7,150,146.2,425.8
Jefferson Park,11,26000,Vandalism,108,96,94,101,134,105,119,5,115,358,119.3,10.2,6.5,-3.4,-4,415.4,369.2,361.5,388.5,515.4,403.8,457.7,442.3,458.8
Jefferson Park,11,26000,Weapons Violation,4,3,2,6,9,9,6,0,4,24,8,50,0,-33.3,-50,15.4,11.5,7.7,23.1,34.6,34.6,23.1,15.4,30.8
Forest Glen,12,20000,Aggravated Assault,6,16,7,12,10,6,7,0,6,23,7.7,16.7,0,-14.3,-22,30,80,35,60,50,30,35,30,38.5
Forest Glen,12,20000,Aggravated Battery,3,6,6,7,5,4,6,1,7,15,5,100,133.3,16.7,40,15,30,30,35,25,20,30,35,25
Forest Glen,12,20000,Arson,0,1,0,0,2,0,0,0,0,2,0.7,NA,NA,NA,-100,0,5,0,0,10,0,0,0,3.5
